Database,ParentGlobalID,SiteName,Assessors,Recorder,QA,CollectionDate,CreationDate,Creator,EditDate,Lat_field,Long_field,Weather,PctCloudCover,Disturbances,Disturbances_details,Bankwidth_0,Bankwidth_15,Bankwidth_30,ReachLength_targ,ReachLength_actual,Slope,Landuse,Lanuse_Notes,Riparian_yn,ErosionDeposition_yn,FloodplainConnectivity_yn,SurfaceFlow_pct,SurfaceSubsurfaceFlow_pct,IsolatedPools_number,SeepsSprings_yn,WaterInChannel_score,WaterInChannel_notes,HydricSoils_score,HydricSoils_locations,HydricSoils_notes,WoodyJams_number,WoodyJams_source,WoodyJams_notes,UplandRootedPlants_score,UplandRootedPlants_notes,SedimentOnPlantsDebris_score,SedimentOnPlantsDebris_notes,SoilMoisture1,SoilMoisture2,SoilMoisture3,SoilTexture1,SoilTexture2,SoilTexture3,Sinuosity_score,Sinuousity_method,Sinuosiy_notes,ChannelDimensions_score,ChannelDimensions_method,RifflePoolSeq_score,RifflePoolSeq_notes,SubstrateSorting_score,SubstrateSorting_notes,Fish_score,BMI_score,Algae_score,Mosquitofish,Vertebrate_notes,IOFB_yn,Snakes_yn,Snakes_abundance,Turtles_yn,Turtles_abundance,Amphibians_yn,Amphibians_abundance,FrogVocalizations_yn,BiologicalIndicators_notes,AlgalCover_Live,AlgalCover_Dead,AlgalCover_Upstream,AlgalCover_notes,dens_UU,dens_UL,dens_UR,dens_UD,dens_MU,dens_ML,dens_MR,dens_MD,dens_DU,dens_DL,dens_DR,dens_DD,Moss_cover,Liverwort_cover,Bryophyte_notes,DifferencesInVegetation_score,DifferencesInVegetation_notes,NWPL_checklist,Additional_notes,PctCover,SiteCode_Original,SiteCode,CalcTime
Baseline,66615bee-c7be-480e-a877-37eb0ade36d7,Rocky Fork,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-13T18:00:00Z,2021-01-07T21:16:01Z,NA,2021-01-07T21:16:01Z,39.35555436,-106.8191355,clearsunny,NA,NA,NA,0.63,1.2,0.9,36.4,40,8.3,"urban,forested",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,Hard due to mostly bedrock/boulders,0,yes,NA,3,NA,0,NA,dry,dry,dry,sandyloam,slityclayloam,sandyloam,0,visual estimate,NA,0,visual estimate,2,NA,0.75,NA,0,0,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,2-10%,NA,NA,17,17,15,14,3,7,8,5,14,15,15,14,>10%,notdetected,NA,2.5,NA,WMVC,NA,NA,COWM1156,COWM1156,2021-08-05T23:09:55Z
Baseline,59184c13-89d7-4762-bfa5-9c1128bd1cbd,Indian Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-14T18:00:00Z,2021-01-07T21:16:05Z,NA,2021-01-07T21:16:05Z,38.28925935,-107.2119047,clearsunny,NA,NA,NA,2,1.55,2.2,76.66666667,70,2.6,"urban,other_natural",NA,yes,no,no,100,NA,NA,notdectected,5,NA,0,3,NA,1,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,NA,NA,17,16,17,15,15,16,3,4,17,17,17,14,notdetected,notdetected,NA,3,NA,WMVC,NA,NA,COWM1368,COWM1368,2021-08-05T23:09:55Z
Baseline,83f934a6-1aff-402d-9faa-1b02167a7161,SAN ANTONIO RIVER AT ORTIZ_ CO,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-16T18:00:00Z,2021-01-07T21:16:09Z,NA,2021-01-07T21:16:09Z,36.99302485,-106.038471,clearsunny,NA,NA,NA,7.5,6.7,7.9,294.6666667,200,0.75,"urban,other_natural",NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0.75,visual estimate,2.5,NA,3,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,NA,NA,0,12,2,13,3,8,11,4,0,0,0,0,notdetected,notdetected,NA,2.5,NA,WMVC,NA,NA,NMWM1300,NMWM1300,2021-08-05T23:09:55Z
Baseline,b8bdbca7-4b48-47dc-8c86-b88cba6c3ab8,COSTILLA CREEK NEAR GARCIA CO,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-16T18:00:00Z,2021-01-07T21:16:13Z,NA,2021-01-07T21:16:13Z,36.98883042,-105.5325622,clearsunny,NA,NA,NA,1.45,1.8,1.2,59.33333333,60,1.3,"urban,other_natural",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,sandyclayloam,siltloam,slityclayloam,0.5,visual estimate,NA,0.75,visual estimate,2,NA,2.25,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,2,0,3,0,2,8,6,2,7,15,0,6,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,NMWM1301,NMWM1301,2021-08-05T23:09:55Z
Baseline,58a5b7e2-5237-4b53-aff5-b3296c1f54bc,Pueblo Canyon 1,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-17T18:00:00Z,2021-01-07T21:16:17Z,NA,2021-01-07T21:16:17Z,35.8903828,-106.3080363,clearsunny,NA,NA,NA,1.5,1,1.6,54.66666667,50,5.3,"urban,other_natural",NA,yes,no,no,0,0,0,notdectected,0.5,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,sand,sandyloam,sandyloam,0.5,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,0.5,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,no,NA,17,16,15,16,12,11,8,9,14,17,16,14,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,NMWM1318,NMWM1318,2021-08-05T23:09:55Z
Baseline,6250a673-15cb-438a-81da-0c122a201221,Pueblo Canyon 2,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Paco Villegas,2020-10-17T18:00:00Z,2021-01-07T21:16:22Z,NA,2021-01-07T21:16:22Z,35.88831369,-106.2988976,clearsunny,NA,NA,NA,1.05,0.85,1.2,41.33333333,40,2.8,"urban,other_natural",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,2,NA,0,NA,dry,dry,dry,sandyclayloam,sand,sand,0.5,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,6,16,11,6,17,17,14,17,10,7,16,8,notdetected,notdetected,NA,2,NA,WMVC,NA,NA,NMWM1319,NMWM1319,2021-08-05T23:09:55Z
Baseline,5c333cb8-79a4-4651-b6b1-e4648dba672c,RIO GRANDE DEL RANCHO NEAR TALPA_ NM,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-18T19:00:00Z,2021-01-07T21:16:25Z,NA,2021-01-07T21:16:25Z,36.30188031,-105.5811438,clearsunny,NA,NA,NA,3.6,2.6,3.9,134.6666667,130,1.25,"urban,other_natural",NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,3,NA,3,NA,3,3,3,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,no,NA,13,17,16,14,0,3,0,0,11,11,17,8,>10%,notdetected,NA,2.5,NA,WMVC,NA,NA,NMWM1314,NMWM1314,2021-08-05T23:09:55Z
Baseline,83e81a0f-faaa-4df6-a7e2-d36bc83d4797,EAGLE CR NR ALTO NM,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-19T18:00:00Z,2021-01-07T21:16:30Z,NA,2021-01-07T21:16:30Z,33.39156338,-105.6113366,clearsunny,NA,NA,NA,1.3,1,1.2,46.66666667,50,2,"urban,other_natural",NA,no,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,siltloam,siltloam,siltloam,1.5,visual estimate,NA,0.75,visual estimate,2,NA,3,NA,0,0.5,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,NA,NA,notdetected,2-10%,no,NA,15,14,13,10,17,17,16,14,8,8,10,13,notdetected,notdetected,NA,0.5,NA,WMVC,NA,NA,NMWM1335,NMWM1335,2021-08-05T23:09:55Z
Baseline,e2338230-e54b-49c4-8132-6a67aa7b3ec5,MILK CREEK,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-21T19:00:00Z,2021-01-07T21:16:35Z,NA,2021-01-07T21:16:35Z,33.94512,-109.15467,clearsunny,NA,NA,NA,0.65,0.9,0.8,31.33333333,40,5.3,"agricultural,forested",NA,yes,yes,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0.75,visual estimate,2.5,NA,2.25,NA,0,3,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,notdetected,NA,NA,6,8,17,17,9,3,15,14,5,3,3,6,notdetected,notdetected,NA,1.5,NA,WMVC,NA,NA,AZWM0123,AZWM0123,2021-08-05T23:09:55Z
Baseline,1d2147ff-0236-49b0-a87b-13047f0ae268,NUTRIOSO CREEK ABV NELSON RES NR SPRINGERVILLE AZ,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-21T19:00:00Z,2021-01-07T21:16:40Z,NA,2021-01-07T21:16:40Z,34.02953991,-109.1860386,clearsunny,NA,NA,NA,1.15,0.75,1.4,44,40,1.5,"agricultural,other_natural",NA,no,no,no,100,NA,NA,notdectected,4,NA,3,1,NA,0,no,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0,visual estimate,2,NA,1.5,NA,2,3,1.5,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,<2%,no,NA,4,14,5,7,2,4,7,0,0,0,3,4,notdetected,notdetected,NA,1,NA,WMVC,NA,NA,AZWM0121,AZWM0121,2021-08-05T23:09:55Z
Baseline,ad7b7a4c-eae3-460d-8627-d1edc3df6449,EAST FORK WHITE RIVER NEAR FORT APACHE_ AZ.,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-21T19:00:00Z,2021-01-07T21:16:45Z,NA,2021-01-07T21:16:45Z,33.82182566,-109.8147643,clearsunny,NA,NA,NA,2.5,1.6,1.5,74.66666667,70,6,"urban,forested",NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,0.75,visual estimate,3,NA,3,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,2-10%,no,NA,17,17,17,17,15,15,14,15,16,17,17,15,>10%,notdetected,NA,3,NA,WMVC,Logger not found,NA,AZWM0124,AZWM0124,2021-08-05T23:09:55Z
Baseline,202bbca0-2f64-4762-b88d-535599265500,NEWMAN CANYON ABOVE UPPER LAKE MARY_ AZ,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-22T19:00:00Z,2021-01-07T21:16:48Z,NA,2021-01-07T21:16:48Z,35.05576992,-111.490161,clearsunny,NA,NA,NA,1.35,1.6,1.1,54,50,2.7,"urban,forested",NA,yes,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,3,NA,0,NA,dry,dry,dry,sandyloam,sandyloam,sandyloam,0.5,visual estimate,NA,2.25,visual estimate,1.5,NA,1.5,NA,0,0.5,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,0,9,0,5,9,17,3,15,2,7,5,0,notdetected,notdetected,NA,2.5,NA,WMVC,NA,NA,AZWM0114,AZWM0114,2021-08-05T23:09:55Z
Baseline,baae1032-2365-47e5-b47c-ab7ff4a8e0c7,NF KINGS R BL DINKEY C NR BALCH CAMP CA,AlexUs Cobarrubias and Paco Villegas,Paco Villegas,Alexus Conarrubias,2020-10-26T19:00:00Z,2021-01-07T21:16:52Z,NA,2021-01-07T21:16:52Z,36.87991492,-119.1305895,clearsunny,NA,NA,NA,16.2,16.8,16.2,656,200,0.75,"urban,other_natural",NA,yes,no,no,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5,visual estimate,NA,1.5,visual estimate,2,NA,2.25,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,10-40%,no,NA,2,5,0,0,1,2,0,2,2,2,0,0,>10%,notdetected,NA,2.5,NA,WMVC,"Logger was found detached from center rebar (rebar not found). About 5 meters away from starting point. 
Crawfish present but not captured.",NA,CAWM0724,CAWM0724,2021-08-05T23:09:55Z
Baseline,3f0f7b8c-3c82-4a2b-a2f3-093591895625,NF STEVENSON C A PERIMETER RD NR BIG C CA,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-27T19:00:00Z,2021-01-07T21:16:55Z,NA,2021-01-07T21:16:55Z,37.13707913,-119.2532094,clearsunny,NA,NA,NA,11.2,9.8,8.3,390.6666667,200,2,"urban,forested",NA,yes,no,yes,100,NA,NA,notdectected,6,NA,3,1,NA,0,yes,NA,1,NA,1.5,Could be ash from recent fire,NA,NA,NA,NA,NA,NA,2,visual estimate,NA,1.5,visual estimate,2,NA,3,NA,0,0,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,notdetected,NA,NA,9,6,8,6,7,5,13,2,9,3,13,3,2-10%,notdetected,NA,2.5,NA,WMVC,Logger not retrievable due to unsafe waters,NA,CAWM0718,CAWM0718,2021-08-05T23:09:55Z
Baseline,d281bbbe-af55-4c0b-9275-7885b639f93d,BIG C AB WHITES GULCH NR GROVELAND CA,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-28T19:00:00Z,2021-01-07T21:17:00Z,NA,2021-01-07T21:17:00Z,37.84187,-120.18491,clearsunny,NA,NA,NA,5.4,2.1,0.85,111.3333333,110,1,"urban,forested",NA,yes,no,no,0,0,0,notdectected,0,NA,3,2,NA,0,yes,NA,2.5,NA,0,NA,dry,dry,dry,sandyloam,loamysand,sandyloam,1,visual estimate,NA,1.5,visual estimate,2.5,NA,2.25,NA,0,0,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,10-40%,no,NA,1,6,6,2,17,15,17,16,9,17,3,4,2-10%,notdetected,NA,2,NA,WMVC,NA,NA,CAWM0684,CAWM0684,2021-08-05T23:09:55Z
Baseline,f12d8510-7025-454f-ad35-d3883aaf998d,10mileCreek near Branscomb,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-29T19:00:00Z,2021-01-07T21:17:05Z,NA,2021-01-07T21:17:05Z,39.68965895,-123.4948646,clearsunny,NA,NA,NA,7.4,5.8,6.8,266.6666667,200,1.3,"urban,forested",NA,no,no,yes,20,20,5,notdectected,3,NA,3,1,NA,0,yes,NA,1.5,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,2.5,NA,2.25,NA,0,3,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,>40%,<2%,no,NA,16,16,10,15,17,17,17,17,17,17,17,17,2-10%,notdetected,NA,1.5,NA,WMVC,Logger not found on rebar thus not retrieved.,NA,CAWM0549,CAWM0549,2021-08-05T23:09:55Z
Baseline,2e57603c-1300-4168-8e32-9c73a4d5041a,Calf Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-29T19:00:00Z,2021-01-07T21:17:10Z,NA,2021-01-07T21:17:10Z,40.35138154,-123.9771028,NA,NA,NA,NA,2,2.3,1.45,76.66666667,70,1.8,"urban,forested",NA,no,no,no,0,0,0,notdectected,0,NA,0,3,NA,2,yes,NA,2,NA,0,NA,dry,dry,dry,loamysand,loamysand,loamysand,1.5,visual estimate,NA,1.5,visual estimate,2,NA,1.5,NA,0,0,1,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,<2%,no,NA,17,17,16,17,17,17,17,17,17,17,17,17,>10%,notdetected,NA,0.5,NA,WMVC,NA,NA,CAWM0525,CAWM0525,2021-08-05T23:09:55Z
Baseline,62e2a0bb-41a7-43ea-ac76-fc4f8d4fe244,Long Gulch at FR1n13,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-30T19:00:00Z,2021-01-07T21:17:14Z,NA,2021-01-07T21:17:14Z,40.40730736,-123.2838017,clearsunny,NA,NA,NA,1.2,1.9,2,68,70,2.7,"urban,forested",NA,no,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,2.5,NA,0,NA,dry,dry,dry,sandyloam,sandyloam,sandyloam,1,visual estimate,NA,2.25,visual estimate,2.5,NA,2.25,NA,0,1,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,10-40%,no,NA,9,12,15,11,17,17,15,17,11,16,15,12,>10%,notdetected,NA,0.5,NA,WMVC,NA,NA,CAWM0523,CAWM0523,2021-08-05T23:09:55Z
Baseline,405368e3-6d57-4459-b0b7-06c27c2ca41d,Trib to North Post Ck,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-30T19:00:00Z,2021-01-07T21:17:17Z,NA,2021-01-07T21:17:17Z,40.42858876,-123.2741175,clearsunny,NA,NA,NA,0.85,1.6,1.1,47.33333333,50,6,"urban,forested",NA,yes,no,no,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,2.5,NA,0,NA,dry,dry,dry,sandyloam,sandyloam,sandyloam,0.5,visual estimate,NA,1.5,visual estimate,2,NA,2.25,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>10%,notdetected,NA,2,NA,WMVC,NA,NA,CAWM0522,CAWM0522,2021-08-05T23:09:55Z
Baseline,06146823-6de7-4913-b56b-a5923b45cd7b,Morrison Creek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-31T19:00:00Z,2021-01-07T21:17:23Z,NA,2021-01-07T21:17:23Z,41.90417696,-124.1541988,NA,NA,NA,NA,2.7,3,2.8,113.3333333,110,1.6,"urban,agricultural",NA,yes,no,no,0,0,0,notdectected,0,NA,0,1,NA,0,yes,NA,2,NA,0,NA,saturated,NA,NA,NA,NA,NA,0.5,visual estimate,NA,0.75,visual estimate,2,NA,0.75,NA,0,1,3,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,2-10%,no,NA,17,15,17,16,15,17,16,17,17,17,17,17,>10%,>10%,NA,3,NA,WMVC,NA,NA,CAWM0477,CAWM0477,2021-08-05T23:09:55Z
Baseline,e19c397d-85b0-480c-a367-36c731e646bc,StotenburgCreek,Alexus Cobarrubias and Paco Villegas,Paco Villegas,Alexus Cobarrubias,2020-10-31T18:23:21Z,2021-01-07T21:17:28Z,NA,2021-01-07T21:17:28Z,41.88687068,-124.144282,clearsunny,NA,NA,NA,1.25,1.2,1.2,48.66666667,50,1,"urban,agricultural",NA,yes,no,yes,0,0,0,notdectected,1,NA,0,3,NA,1,yes,NA,2.5,NA,0,NA,partiallydry,dry,dry,slityclayloam,sandyloam,sandyclayloam,0.5,visual estimate,NA,2.25,visual estimate,1,NA,0.75,NA,0,1,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,10-40%,2-10%,no,NA,17,17,17,17,15,17,4,11,17,17,17,17,>10%,>10%,NA,3,NA,WMVC,NA,NA,CAWM0478,CAWM0478,2021-08-05T23:09:55Z
Validation,a76cf905-cac3-43b8-a6a4-93bd7e11394b,Rossie_Quarter,Jess and Kat,Jess,Kat,2020-06-20T19:00:00Z,2020-06-22T17:58:16Z,NA,2020-06-29T17:08:38Z,38.53967072,-122.9134617,NA,NA,NA,NA,4.9,4.7,4.5,188,110,2,"urban,forested",NA,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,"Road,canyon",1.5,visual estimate,2.53,NA,3,NA,3,3,1.5,no,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,present,NA,<2%,notdetected,NA,NA,14,13,17,15,17,17,17,17,16,16,17,15,notdetected,notdetected,NA,1.5,NA,WMVC,Note added by RDM,NA,CAWM1882,CAWM1882,2021-08-05T23:09:55Z
Validation,7a1b44a5-d9ea-49ad-8fcd-4a0d8654deb6,SCHULTZ CREEK UPPER DRY LAKE,"KAT NICKEL, JESS TURNER",JESS TURNER,KAT NICKEL,2020-06-30T19:00:00Z,2020-06-23T18:43:38Z,NA,2020-06-23T18:43:38Z,35.26909726,-111.6565207,clearsunny,NA,discharges,NA,1.4,2.1,1.3,64,64,10.3,"forested,urban",Near road,no,no,yes,0,NA,NA,notdectected,0,NA,0,3,NA,0,yes,NA,0,NA,0,NA,dry,dry,dry,sandyloam,loamysand,loamysand,2,visual estimate,NA,0,visual estimate,0,NA,1.5,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,13,6,16,14,15,16,13,17,15,16,16,17,notdetected,notdetected,NA,1,NA,WMVC,NA,NA,AZWM1842,AZWM1842,2021-08-05T23:09:55Z
Validation,d6ba2912-4748-4d8f-9a96-2b1e69933e22,Unnamed Trib to Big Spring Canyon,Jess and Kat,KN,JT,2020-06-22T19:59:45Z,2020-06-23T18:43:48Z,NA,2020-06-23T18:43:48Z,35.14608424,-112.0603052,clearsunny,NA,NA,NA,1.1,1.5,1.3,52,52,9,forested,NA,no,no,yes,0,0,0,notdectected,0,NA,0,3,NA,0,yes,NA,0,NA,0,NA,dry,dry,dry,sandyclayloam,sandyclayloam,sandyclayloam,1.5,visual estimate,NA,3,visual estimate,0.5,NA,0,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,13,12,11,15,16,16,17,14,17,17,12,16,notdetected,notdetected,NA,0,NA,WMVC,NA,NA,AZWM0113,AZWM0113,2021-08-05T23:09:55Z
Validation,3d373639-6729-4a3f-94fa-1369e1b81e87,SPRUCE AVE WASH UPPER DRY LAKES,"KAT NICKEL, JESS TURNER",JESS TURNER,KAT NICKEL,2020-06-23T19:00:00Z,2020-06-23T19:33:58Z,FDAM_West,2020-06-23T19:33:58Z,35.25356628,-111.6242552,clearsunny,NA,steammods,Possible man made pool included in additional photos,2.2,1.2,1.8,69.33333333,69.33333333,9,"urban,forested",Near road,no,no,yes,0,NA,NA,notdectected,0,NA,0,3,NA,0,yes,NA,2,NA,0,NA,dry,dry,dry,sandyloam,sandyclayloam,sandyloam,1,visual estimate,NA,1.5,visual estimate,1,NA,0.75,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,17,15,10,4,13,17,16,16,16,14,15,14,notdetected,notdetected,NA,0,NA,WMVC,NA,NA,AZWM1843,AZWM1843,2021-08-05T23:09:55Z
Validation,a9d513e3-56b9-4574-b8aa-31771a439744,KELLY CANYON,"KAT NICKEL, JESS TURNER",JESS TURNER,KAT NICKEL,2020-06-23T19:00:00Z,2020-06-24T04:09:56Z,FDAM_West,2020-06-24T04:09:56Z,35.05902365,-111.7166525,cloudy,NA,NA,NA,4.8,4.3,7.6,222.6666667,200,4.5,forested,NA,yes,no,no,0,0,1,notdectected,2,NA,0,2,"Could not get 6in deep in most spots, mostly bedrock",0,yes,NA,2,NA,0,NA,dry,dry,dry,loamysand,loamysand,loamysand,2,visual estimate,NA,0.75,visual estimate,2.5,NA,3,NA,0,2,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,present,NA,notdectected,NA,<2%,notdetected,NA,NA,2,0,6,0,12,16,13,9,11,17,15,2,notdetected,notdetected,NA,2,NA,WMVC,NA,20,AZWM1867,AZWM1867,2021-08-05T23:09:55Z
Validation,de05a632-b60f-41f0-9bb7-3bd1b85d4874,WILLOW CREEK,"JESS TURNER, KAT NICKEL",KAT NICKEL,JESS TURNEE,2020-06-27T19:00:00Z,2020-06-28T15:29:19Z,NA,2020-06-28T15:29:19Z,34.523895,-110.99256,cloudy,NA,NA,NA,4.25,3,7,190,190,1,forested,NA,yes,no,yes,100,NA,NA,notdectected,6,NA,0,3,NA,0,yes,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,1,visual estimate,NA,1.5,visual estimate,2.5,NA,1.5,NA,3,3,2,no,NA,present,notdectected,NA,notdectected,NA,present,11+,notdectected,NA,10-40%,notdetected,NA,NA,6,8,13,0,3,6,14,4,11,5,17,5,notdetected,notdetected,NA,3,3,WMVC,NA,1,AZWM0116,AZWM0116,2021-08-05T23:09:55Z
Validation,a0f203bc-432a-4aa8-99f9-001032897384,TURKEY CREEK,"KAT NICKEL, JESS TURNER",JESS TURNER,KAT NICKEL,2020-06-27T19:00:00Z,2020-06-28T15:29:28Z,NA,2020-06-28T15:29:28Z,34.43714725,-111.0364989,clearsunny,NA,NA,NA,9.4,3.7,4.6,236,200,1,"forested,other_describe",Fire service road near by,yes,yes,yes,0,NA,NA,notdectected,0,NA,0,3,NA,0,yes,NA,2,NA,0,NA,dry,dry,dry,clayloam,clayloam,clayloam,2,visual estimate,NA,2.25,visual estimate,3,NA,3,NA,0,0,2,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,<2%,10-40%,no,NA,10,14,16,10,10,16,13,12,13,16,11,4,2-10%,notdetected,NA,3,NA,WMVC,NA,NA,AZWM0118,AZWM0118,2021-08-05T23:09:55Z
Validation,8fa8f2c7-4460-4090-98e3-b31c0cd165bf,Black Canyon Wash,Jess and Kat,JT,KN,2020-06-28T15:16:19Z,2020-06-28T16:24:52Z,NA,2020-06-28T16:24:52Z,34.43167093,-110.5993817,cloudy,NA,steammods,Next to bridge and road,9.4,5,10.8,336,200,1,urban,"Goes under bridge, and follows highway",yes,yes,yes,0,NA,NA,notdectected,0,NA,3,1,NA,0,yes,NA,2,NA,0.5,NA,dry,dry,dry,sandyclay,sandyclayloam,sandyclayloam,1,visual estimate,Road on one side,2.25,visual estimate,1,NA,1.5,NA,0,0,0,NA,NA,notdectected,notdectected,NA,notdectected,NA,notdectected,NA,notdectected,NA,notdetected,notdetected,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,notdetected,notdetected,NA,3,NA,WMVC,NA,20,AZWM1590,AZWM1590,2021-08-05T23:09:55Z
